usuario_id,ingreso_mensual,gasto_mensual_promedio,deuda_mensual,ahorro_mensual_estimado,porcentaje_gastos_ingreso,nivel_endeudamiento,porcentaje_ahorro_ingreso,frecuencia_ahorro,perfil_financiero,estado
USR0798,3369.0,2484.04,485.03,399.93,73.73,14.4,11.87,Media,En observación,ACTIVO
USR0799,4730.6,3415.96,1674.47,-359.83,72.21,35.4,-7.61,Nunca,En observación,ACTIVO
USR0800,6880.19,2695.33,681.7,3503.17,39.18,9.91,50.92,Alta,Saludable,ACTIVO
USR0801,3989.49,3179.23,1084.04,-273.78,79.69,27.17,-6.86,Nunca,En riesgo,ACTIVO
USR0802,5024.08,2782.32,872.41,1369.35,55.38,17.36,27.26,Alta,Saludable,ACTIVO
USR0803,5180.84,4710.77,1554.73,-1084.67,90.93,30.01,-20.94,Nunca,En riesgo,ACTIVO
USR0804,3118.77,1649.3,336.93,1132.54,52.88,10.8,36.31,Alta,Saludable,ACTIVO
USR0805,6448.83,4466.68,1053.23,928.93,69.26,16.33,14.4,Media,En observación,ACTIVO
USR0806,4375.49,2902.12,337.98,1135.39,66.33,7.72,25.95,Alta,En observación,ACTIVO
USR0807,2208.44,1253.97,143.66,810.81,56.78,6.51,36.71,Alta,Saludable,ACTIVO
USR0808,2703.74,1899.82,1002.67,-198.75,70.27,37.08,-7.35,Nunca,En observación,ACTIVO
USR0809,3790.49,1928.57,460.52,1401.4,50.88,12.15,36.97,Alta,Saludable,ACTIVO
USR0810,2444.83,1444.55,959.57,40.71,59.09,39.25,1.67,Baja,En observación,ACTIVO
USR0811,4997.86,4657.46,735.51,-395.11,93.19,14.72,-7.91,Nunca,En riesgo,ACTIVO
USR0812,4079.81,2280.9,1599.66,199.25,55.91,39.21,4.88,Baja,En observación,ACTIVO
USR0813,3029.6,1852.34,481.35,695.91,61.14,15.89,22.97,Alta,En observación,ACTIVO
USR0814,6569.72,3795.47,659.01,2115.24,57.77,10.03,32.2,Alta,Saludable,ACTIVO
USR0815,6498.0,4254.17,433.08,1810.75,65.47,6.66,27.87,Alta,En observación,ELIMINADO
USR0816,4538.72,2815.9,265.85,1456.96,62.04,5.86,32.1,Alta,En observación,ACTIVO
USR0817,6302.78,3730.03,753.58,1819.17,59.18,11.96,28.86,Alta,Saludable,ACTIVO
USR0818,6650.33,5912.82,656.62,80.89,88.91,9.87,1.22,Baja,En riesgo,ACTIVO
USR0819,1645.98,1190.82,370.61,84.54,72.35,22.52,5.14,Baja,En observación,ACTIVO
USR0820,2169.84,1848.43,651.88,-330.47,85.19,30.04,-15.23,Nunca,En riesgo,ACTIVO
USR0821,2462.29,1286.75,935.13,240.41,52.26,37.98,9.76,Baja,En observación,ACTIVO
USR0822,4055.04,3108.24,2201.08,-1254.28,76.65,54.28,-30.93,Nunca,En riesgo,ACTIVO
USR0823,3405.12,1986.39,1586.82,-168.09,58.34,46.6,-4.94,Nunca,En riesgo,ACTIVO
USR0824,3095.05,1781.66,1510.58,-197.18,57.56,48.81,-6.37,Nunca,En riesgo,ACTIVO
USR0825,1977.78,1419.46,497.97,60.35,71.77,25.18,3.05,Baja,En observación,ACTIVO
USR0826,3720.49,2113.8,351.0,1255.7,56.81,9.43,33.75,Alta,Saludable,ACTIVO
USR0827,4695.79,3864.56,2058.74,-1227.52,82.3,43.84,-26.14,Nunca,En riesgo,ACTIVO
USR0828,4287.01,3647.53,187.23,452.25,85.08,4.37,10.55,Media,En observación,ACTIVO
USR0829,6313.12,2768.44,462.79,3081.89,43.85,7.33,48.82,Alta,Saludable,ACTIVO
USR0830,2882.25,2159.02,737.2,-13.97,74.91,25.58,-0.48,Nunca,En observación,ACTIVO
USR0831,4570.55,3282.99,1929.7,-642.13,71.83,42.22,-14.05,Nunca,En riesgo,INACTIVO
USR0832,4341.54,2708.87,2416.94,-784.27,62.39,55.67,-18.06,Nunca,En riesgo,ACTIVO
USR0833,2223.63,1462.28,964.14,-202.78,65.76,43.36,-9.12,Nunca,En riesgo,ACTIVO
USR0834,4144.05,2234.72,462.1,1447.24,53.93,11.15,34.92,Alta,Saludable,ACTIVO
USR0835,3377.94,2270.58,697.58,409.78,67.22,20.65,12.13,Media,En observación,ACTIVO
USR0836,6799.57,2205.65,122.69,4471.23,32.44,1.8,65.76,Alta,Saludable,ACTIVO
USR0837,4712.3,2849.22,922.97,940.12,60.46,19.59,19.95,Media,En observación,ACTIVO
USR0838,2162.15,888.76,131.24,1142.16,41.11,6.07,52.82,Alta,Saludable,ACTIVO
USR0839,4526.0,3183.38,918.51,424.11,70.34,20.29,9.37,Baja,En observación,ACTIVO
USR0840,5035.77,3302.04,352.84,1380.89,65.57,7.01,27.42,Alta,En observación,INACTIVO
USR0841,3242.21,2288.98,291.42,661.81,70.6,8.99,20.41,Alta,En observación,ACTIVO
USR0842,3131.14,2331.81,1208.32,-408.99,74.47,38.59,-13.06,Nunca,En observación,ACTIVO
USR0843,4599.2,4159.26,315.19,124.75,90.43,6.85,2.71,Baja,En riesgo,ACTIVO
USR0844,4546.27,2622.67,267.18,1656.42,57.69,5.88,36.43,Alta,Saludable,ACTIVO
USR0845,3556.47,2979.02,603.66,-26.21,83.76,16.97,-0.74,Nunca,En riesgo,ACTIVO
USR0846,3613.83,3068.39,1390.44,-845.0,84.91,38.48,-23.38,Nunca,En riesgo,ACTIVO
USR0847,2771.82,2059.26,726.6,-14.04,74.29,26.21,-0.51,Nunca,En observación,ACTIVO
USR0848,3874.33,2542.53,1675.4,-343.6,65.63,43.24,-8.87,Nunca,En riesgo,ACTIVO
USR0849,3655.68,2850.79,554.61,250.27,77.98,15.17,6.85,Baja,En observación,ACTIVO
USR0850,1595.87,1213.71,205.57,176.6,76.05,12.88,11.07,Media,En observación,ACTIVO
USR0851,3407.95,1714.6,160.59,1532.76,50.31,4.71,44.98,Alta,Saludable,ACTIVO
USR0852,4745.44,2611.39,1974.69,159.35,55.03,41.61,3.36,Baja,En riesgo,ACTIVO
USR0853,1735.95,1357.48,474.47,-96.0,78.2,27.33,-5.53,Nunca,En riesgo,ACTIVO
USR0854,5245.98,3664.99,2182.18,-601.18,69.86,41.6,-11.46,Nunca,En riesgo,ACTIVO
USR0855,4104.23,2945.04,928.5,230.69,71.76,22.62,5.62,Baja,En observación,ACTIVO
USR0856,2124.22,1473.05,288.85,362.32,69.35,13.6,17.06,Media,En observación,ACTIVO
USR0857,4603.22,2770.52,404.52,1428.18,60.19,8.79,31.03,Alta,En observación,ACTIVO
USR0858,2844.93,1184.36,70.16,1590.41,41.63,2.47,55.9,Alta,Saludable,ACTIVO
USR0859,1679.59,1295.56,257.52,126.51,77.14,15.33,7.53,Baja,En observación,ACTIVO
USR0860,3699.67,2535.4,325.58,838.7,68.53,8.8,22.67,Alta,En observación,INACTIVO
USR0861,1859.58,1477.38,317.02,65.18,79.45,17.05,3.51,Baja,En riesgo,INACTIVO
USR0862,3558.89,1127.44,360.77,2070.68,31.68,10.14,58.18,Alta,Saludable,ACTIVO
USR0863,4487.59,2758.72,228.23,1500.64,61.47,5.09,33.44,Alta,En observación,INACTIVO
USR0864,5475.39,3462.48,2335.61,-322.7,63.24,42.66,-5.89,Nunca,En riesgo,ACTIVO
USR0865,3460.25,1705.05,1562.2,193.0,49.28,45.15,5.58,Baja,En riesgo,ACTIVO
USR0866,6179.47,2555.59,446.81,3177.07,41.36,7.23,51.41,Alta,Saludable,INACTIVO
USR0867,4724.79,3939.25,2381.66,-1596.12,83.37,50.41,-33.78,Nunca,En riesgo,ACTIVO
USR0868,2817.3,1789.61,171.91,855.78,63.52,6.1,30.38,Alta,En observación,ACTIVO
USR0869,3810.7,2536.39,1612.61,-338.3,66.56,42.32,-8.88,Nunca,En riesgo,ACTIVO
USR0870,4907.91,4356.24,879.27,-327.6,88.76,17.92,-6.67,Nunca,En riesgo,ACTIVO
USR0871,4873.14,2795.38,1752.14,325.62,57.36,35.96,6.68,Baja,En observación,ACTIVO
USR0872,3066.78,2254.22,1086.32,-273.76,73.5,35.42,-8.93,Nunca,En observación,ACTIVO
USR0873,5229.16,3089.0,388.92,1751.24,59.07,7.44,33.49,Alta,Saludable,ELIMINADO
USR0874,2935.19,1765.26,447.15,722.78,60.14,15.23,24.62,Alta,En observación,ACTIVO
USR0875,5014.71,3882.8,2128.61,-996.7,77.43,42.45,-19.88,Nunca,En riesgo,ACTIVO
USR0876,1359.74,1012.96,254.0,92.78,74.5,18.68,6.82,Baja,En observación,ACTIVO
USR0877,2241.55,1788.02,210.03,243.5,79.77,9.37,10.86,Media,En observación,ACTIVO
USR0878,3515.97,1742.11,135.15,1638.71,49.55,3.84,46.61,Alta,Saludable,ACTIVO
USR0879,1701.85,591.09,2.39,1108.37,34.73,0.14,65.13,Alta,Saludable,ACTIVO
USR0880,4835.45,2666.95,326.21,1842.28,55.15,6.75,38.1,Alta,Saludable,ACTIVO
USR0881,2187.02,1756.56,1138.17,-707.71,80.32,52.04,-32.36,Nunca,En riesgo,ACTIVO
USR0882,6195.22,3209.16,67.37,2918.69,51.8,1.09,47.11,Alta,Saludable,ACTIVO
USR0883,4643.5,2689.88,514.2,1439.42,57.93,11.07,31.0,Alta,Saludable,ACTIVO
USR0884,6723.67,2868.84,126.94,3727.89,42.67,1.89,55.44,Alta,Saludable,INACTIVO
USR0885,4910.9,2266.11,397.96,2246.82,46.14,8.1,45.75,Alta,Saludable,ACTIVO
USR0886,3706.26,2398.33,1365.62,-57.69,64.71,36.85,-1.56,Nunca,En observación,ACTIVO
USR0887,3392.39,2693.12,1385.49,-686.22,79.39,40.84,-20.23,Nunca,En riesgo,ACTIVO
USR0888,4572.52,3266.56,824.68,481.28,71.44,18.04,10.53,Media,En observación,ACTIVO
USR0889,3349.41,1605.58,1621.55,122.28,47.94,48.41,3.65,Baja,En riesgo,ACTIVO
USR0890,2342.36,1949.47,788.43,-395.54,83.23,33.66,-16.89,Nunca,En riesgo,ACTIVO
USR0891,4655.4,3874.59,977.26,-196.45,83.23,20.99,-4.22,Nunca,En riesgo,ACTIVO
USR0892,6802.89,3128.74,334.71,3339.44,45.99,4.92,49.09,Alta,Saludable,ACTIVO
USR0893,3615.02,1938.93,202.33,1473.77,53.64,5.6,40.77,Alta,Saludable,ACTIVO
USR0894,5901.12,5165.59,263.24,472.29,87.54,4.46,8.0,Baja,En observación,ACTIVO
USR0895,2262.63,1386.21,420.69,455.74,61.27,18.59,20.14,Alta,En observación,INACTIVO
USR0896,2765.76,1595.05,295.52,875.19,57.67,10.68,31.64,Alta,Saludable,ACTIVO
USR0897,2481.77,1336.98,323.66,821.13,53.87,13.04,33.09,Alta,Saludable,ACTIVO
USR0898,6380.88,4300.96,906.34,1173.58,67.4,14.2,18.39,Media,En observación,ACTIVO
USR0899,3109.19,2795.25,535.69,-221.75,89.9,17.23,-7.13,Nunca,En riesgo,ACTIVO
USR0900,3770.38,2809.69,1014.01,-53.32,74.52,26.89,-1.41,Nunca,En observación,ACTIVO
USR0901,3958.15,2168.86,434.72,1354.57,54.79,10.98,34.22,Alta,Saludable,ACTIVO
USR0902,5381.1,3092.52,633.64,1654.94,57.47,11.78,30.75,Alta,Saludable,ACTIVO
USR0903,2514.03,1651.09,126.71,736.23,65.68,5.04,29.28,Alta,En observación,ACTIVO
USR0904,5682.87,4210.08,1046.17,426.62,74.08,18.41,7.51,Baja,En observación,ACTIVO
USR0905,3740.28,3036.82,1961.15,-1257.69,81.19,52.43,-33.63,Nunca,En riesgo,ACTIVO
USR0906,3490.87,2701.77,543.52,245.58,77.4,15.57,7.03,Baja,En observación,ACTIVO
USR0907,2640.67,1994.63,414.35,231.69,75.53,15.69,8.77,Baja,En observación,ACTIVO
USR0908,6670.73,3836.97,430.55,2403.22,57.52,6.45,36.03,Alta,Saludable,ACTIVO
USR0909,4057.23,3469.21,1851.21,-1263.19,85.51,45.63,-31.13,Nunca,En riesgo,ACTIVO
USR0910,6412.61,3524.55,429.85,2458.21,54.96,6.7,38.33,Alta,Saludable,ACTIVO
USR0911,5133.23,4688.29,460.13,-15.18,91.33,8.96,-0.3,Nunca,En riesgo,ACTIVO
USR0912,4458.99,3543.31,560.65,355.03,79.46,12.57,7.96,Baja,En observación,ACTIVO
USR0913,1955.85,1705.58,92.28,157.99,87.2,4.72,8.08,Baja,En observación,ACTIVO
USR0914,1225.76,878.03,369.45,-21.72,71.63,30.14,-1.77,Nunca,En observación,INACTIVO
USR0915,4457.87,3749.42,247.11,461.33,84.11,5.54,10.35,Media,En observación,ACTIVO
USR0916,6135.37,5362.12,2021.0,-1247.75,87.4,32.94,-20.34,Nunca,En riesgo,ACTIVO
USR0917,2887.86,2534.54,320.98,32.34,87.77,11.11,1.12,Baja,En riesgo,ACTIVO
USR0918,3569.05,2856.91,351.45,360.69,80.05,9.85,10.11,Media,En observación,ACTIVO
USR0919,1757.86,1196.29,310.43,251.15,68.05,17.66,14.29,Media,En observación,ACTIVO
USR0920,2040.96,1528.99,656.65,-144.67,74.91,32.17,-7.09,Nunca,En observación,ACTIVO
USR0921,1728.71,1090.3,245.87,392.53,63.07,14.22,22.71,Alta,En observación,ACTIVO
USR0922,2803.94,1304.33,382.05,1117.56,46.52,13.63,39.86,Alta,Saludable,ACTIVO
USR0923,1881.17,1293.53,259.04,328.6,68.76,13.77,17.47,Media,En observación,ACTIVO
USR0924,3105.29,2253.47,501.4,350.42,72.57,16.15,11.28,Media,En observación,ACTIVO
USR0925,1736.33,1283.35,410.46,42.52,73.91,23.64,2.45,Baja,En observación,ACTIVO
USR0926,4441.54,2870.88,1839.91,-269.25,64.64,41.42,-6.06,Nunca,En riesgo,ACTIVO
USR0927,4710.38,3876.28,853.64,-19.54,82.29,18.12,-0.41,Nunca,En riesgo,ACTIVO
USR0928,1496.01,978.62,526.81,-9.43,65.42,35.21,-0.63,Nunca,En observación,ACTIVO
USR0929,4737.59,3834.1,1243.68,-340.19,80.93,26.25,-7.18,Nunca,En riesgo,ACTIVO
USR0930,2040.76,763.98,157.14,1119.65,37.44,7.7,54.86,Alta,Saludable,ACTIVO
USR0931,1735.41,1154.37,348.32,232.71,66.52,20.07,13.41,Media,En observación,INACTIVO
USR0932,4293.95,3505.46,569.0,219.5,81.64,13.25,5.11,Baja,En observación,ACTIVO
USR0933,4865.39,3670.14,924.52,270.73,75.43,19.0,5.56,Baja,En observación,INACTIVO
USR0934,3164.82,2241.98,825.08,97.76,70.84,26.07,3.09,Baja,En observación,ACTIVO
USR0935,3087.56,2025.81,1241.27,-179.53,65.61,40.2,-5.81,Nunca,En riesgo,ACTIVO
USR0936,2000.98,1163.51,118.94,718.53,58.15,5.94,35.91,Alta,Saludable,ACTIVO
USR0937,2633.38,2089.36,1037.39,-493.37,79.34,39.39,-18.74,Nunca,En riesgo,ACTIVO
USR0938,6864.74,2979.98,681.79,3202.97,43.41,9.93,46.66,Alta,Saludable,ACTIVO
USR0939,3904.44,3190.02,682.39,32.03,81.7,17.48,0.82,Baja,En riesgo,ACTIVO
USR0940,2866.36,2314.42,562.06,-10.11,80.74,19.61,-0.35,Nunca,En riesgo,ACTIVO
USR0941,4071.18,1925.13,532.66,1613.39,47.29,13.08,39.63,Alta,Saludable,ACTIVO
USR0942,2976.78,1760.59,408.31,807.88,59.14,13.72,27.14,Alta,Saludable,ACTIVO
USR0943,5007.16,4516.69,1808.22,-1317.75,90.2,36.11,-26.32,Nunca,En riesgo,ACTIVO
USR0944,4596.46,3650.85,1273.66,-328.05,79.43,27.71,-7.14,Nunca,En riesgo,ACTIVO
USR0945,1946.54,1065.89,339.77,540.88,54.76,17.46,27.79,Alta,Saludable,ACTIVO
USR0946,4440.25,3488.94,575.19,376.12,78.58,12.95,8.47,Baja,En observación,ACTIVO
USR0947,4088.03,3653.6,1840.06,-1405.63,89.37,45.01,-34.38,Nunca,En riesgo,ACTIVO
USR0948,2825.99,1915.02,499.74,411.23,67.76,17.68,14.55,Media,En observación,ACTIVO
USR0949,4031.85,2440.3,446.58,1144.97,60.53,11.08,28.4,Alta,En observación,ACTIVO
USR0950,3232.74,2572.97,435.35,224.42,79.59,13.47,6.94,Baja,En observación,ACTIVO
USR0951,6312.88,3630.07,652.18,2030.63,57.5,10.33,32.17,Alta,Saludable,ACTIVO
USR0952,4549.61,3282.54,812.64,454.43,72.15,17.86,9.99,Baja,En observación,ACTIVO
USR0953,2413.71,2048.04,98.99,266.68,84.85,4.1,11.05,Media,En observación,ACTIVO
USR0954,2984.67,1295.82,301.32,1387.53,43.42,10.1,46.49,Alta,Saludable,ACTIVO
USR0955,6017.9,3954.93,1219.16,843.81,65.72,20.26,14.02,Media,En observación,ACTIVO
USR0956,5733.06,3986.52,1075.17,671.38,69.54,18.75,11.71,Media,En observación,ACTIVO
USR0957,4758.46,2178.83,390.84,2188.78,45.79,8.21,46.0,Alta,Saludable,ACTIVO
USR0958,5389.55,3397.97,418.51,1573.07,63.05,7.77,29.19,Alta,En observación,ACTIVO
USR0959,3543.19,2472.01,754.29,316.89,69.77,21.29,8.94,Baja,En observación,ACTIVO
USR0960,2733.75,1431.38,520.59,781.78,52.36,19.04,28.6,Alta,Saludable,ACTIVO
USR0961,1819.44,1245.84,343.15,230.45,68.47,18.86,12.67,Media,En observación,ACTIVO
USR0962,3613.66,2325.56,600.01,688.09,64.35,16.6,19.04,Media,En observación,ACTIVO
USR0963,3288.33,2447.71,678.6,162.02,74.44,20.64,4.93,Baja,En observación,ACTIVO
USR0964,4647.21,4144.99,689.79,-187.58,89.19,14.84,-4.04,Nunca,En riesgo,ACTIVO
USR0965,3321.14,1497.08,206.59,1617.47,45.08,6.22,48.7,Alta,Saludable,ACTIVO
USR0966,5078.34,3094.17,1854.1,130.07,60.93,36.51,2.56,Baja,En observación,ACTIVO
USR0967,3676.07,2461.6,740.23,474.24,66.96,20.14,12.9,Media,En observación,ACTIVO
USR0968,2860.76,1659.53,320.52,880.7,58.01,11.2,30.79,Alta,Saludable,ACTIVO
USR0969,5271.83,2889.12,578.69,1804.01,54.8,10.98,34.22,Alta,Saludable,ACTIVO
USR0970,5044.3,4959.67,292.15,-207.52,98.32,5.79,-4.11,Nunca,En riesgo,ACTIVO
USR0971,2245.15,1775.48,692.85,-223.17,79.08,30.86,-9.94,Nunca,En riesgo,ACTIVO
USR0972,6945.32,6155.87,1388.65,-599.2,88.63,19.99,-8.63,Nunca,En riesgo,ACTIVO
USR0973,3819.65,2392.47,494.58,932.61,62.64,12.95,24.42,Alta,En observación,ACTIVO
USR0974,6247.76,2835.64,618.77,2793.34,45.39,9.9,44.71,Alta,Saludable,ACTIVO
USR0975,4980.1,3575.5,508.62,895.98,71.8,10.21,17.99,Media,En observación,ACTIVO
USR0976,3145.1,2170.52,623.03,351.55,69.01,19.81,11.18,Media,En observación,ACTIVO
USR0977,3823.72,3152.26,213.13,458.33,82.44,5.57,11.99,Media,En observación,ACTIVO
USR0978,2579.92,1754.13,183.57,642.22,67.99,7.12,24.89,Alta,En observación,ACTIVO
USR0979,5013.07,3395.68,770.33,847.05,67.74,15.37,16.9,Media,En observación,ACTIVO
USR0980,5243.23,2910.84,302.77,2029.62,55.52,5.77,38.71,Alta,Saludable,ACTIVO
USR0981,4133.36,3678.87,168.05,286.44,89.0,4.07,6.93,Baja,En observación,ACTIVO
USR0982,3792.54,2325.06,495.73,971.75,61.31,13.07,25.62,Alta,En observación,ACTIVO
USR0983,3069.26,1678.37,1522.7,-131.81,54.68,49.61,-4.29,Nunca,En riesgo,ACTIVO
USR0984,4301.44,2518.89,602.81,1179.74,58.56,14.01,27.43,Alta,Saludable,ACTIVO
USR0985,2230.27,1049.43,2.35,1178.5,47.05,0.11,52.84,Alta,Saludable,ACTIVO
USR0986,1704.58,1402.03,170.6,131.94,82.25,10.01,7.74,Baja,En observación,ACTIVO
USR0987,3108.96,2485.39,316.9,306.68,79.94,10.19,9.86,Baja,En observación,ACTIVO
USR0988,1506.02,718.61,145.23,642.18,47.72,9.64,42.64,Alta,Saludable,ACTIVO
USR0989,2925.01,1805.2,479.07,640.74,61.72,16.38,21.91,Alta,En observación,ACTIVO
USR0990,6322.52,5671.33,1966.95,-1315.76,89.7,31.11,-20.81,Nunca,En riesgo,ELIMINADO
USR0991,2908.02,1997.48,1004.48,-93.95,68.69,34.54,-3.23,Nunca,En observación,ACTIVO
USR0992,3269.59,2120.72,530.63,618.23,64.86,16.23,18.91,Media,En observación,ACTIVO
USR0993,5818.88,3290.22,978.46,1550.21,56.54,16.82,26.64,Alta,Saludable,ACTIVO
USR0994,1908.07,736.69,76.29,1095.09,38.61,4.0,57.39,Alta,Saludable,INACTIVO
USR0995,2347.04,1352.76,318.04,676.23,57.64,13.55,28.81,Alta,Saludable,ACTIVO
USR0996,6217.78,3031.8,293.3,2892.68,48.76,4.72,46.52,Alta,Saludable,ACTIVO
USR0997,4443.74,3274.69,781.59,387.46,73.69,17.59,8.72,Baja,En observación,ACTIVO
USR0998,4714.18,2023.81,166.19,2524.18,42.93,3.53,53.54,Alta,Saludable,ACTIVO
USR0999,5125.79,4479.2,206.43,440.17,87.39,4.03,8.59,Baja,En observación,ACTIVO
USR1000,3739.01,3250.6,1271.32,-782.91,86.94,34.0,-20.94,Nunca,En riesgo,ACTIVO
